bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
3,2.5,1600,6250,2.0,0,0,3,7,1600.0,0,1995,0,47.3675,-122.02,1760,6110
4,2.75,2980,42253,1.0,0,0,4,9,1860.0,1120,1973,0,47.6392,-122.163,2980,42253
4,2.5,2970,29163,2.0,0,0,3,9,2970.0,0,1993,0,47.6717,-122.025,3100,31105
3,1.75,1300,2580,1.0,0,0,5,7,820.0,480,1919,0,47.674,-122.319,1180,2820
2,1.0,860,6800,1.0,0,0,3,6,860.0,0,1943,0,47.7274,-122.337,1220,6800
5,3.5,3920,5150,2.0,0,0,3,9,2820.0,1100,2004,0,47.6638,-122.084,3170,5530
3,2.0,1320,8568,1.0,0,0,3,7,1320.0,0,1993,0,47.3904,-122.164,1600,8463
4,2.5,2340,6973,2.0,0,0,3,8,1930.0,410,2005,0,47.5451,-121.882,2950,6908
3,1.0,920,5200,1.0,0,0,4,6,920.0,0,1969,0,47.3647,-122.082,920,4875
3,2.25,1860,11227,2.0,0,0,3,7,1860.0,0,1995,0,47.3879,-122.031,1820,8800
3,2.5,2060,8123,2.0,0,0,3,8,1010.0,1050,1977,0,47.6642,-122.13,1760,6170
3,1.0,1570,7727,1.0,0,2,4,8,1270.0,300,1958,0,47.4821,-122.192,2440,7727
3,2.5,2290,6328,2.0,0,0,3,8,2290.0,0,2001,0,47.5103,-122.382,1600,6180
4,2.5,2990,9643,2.0,0,0,3,9,2990.0,0,2003,0,47.6292,-122.024,2990,8666
2,1.0,1060,6504,1.0,0,0,3,6,1060.0,0,1950,0,47.7412,-122.327,1100,7200
3,3.5,1890,1710,2.0,0,0,3,8,1640.0,250,1999,0,47.6592,-122.349,1680,1562
4,2.0,1780,15648,1.5,0,0,5,8,1780.0,0,1918,0,47.5849,-122.198,2320,14963
3,2.5,1920,15260,2.0,0,0,3,7,1920.0,0,1990,0,47.7317,-121.964,2370,15235
3,1.0,1250,26862,1.0,0,0,3,7,1250.0,0,1965,0,47.426,-122.154,1530,24463
3,2.0,1500,5200,1.0,0,0,3,7,1060.0,440,1977,0,47.3653,-122.09,1640,5200
4,2.25,2090,35040,1.0,0,0,3,8,1490.0,600,1980,0,47.5739,-122.032,2910,21132
4,2.0,1390,745,3.0,0,0,3,7,1390.0,0,2008,0,47.5393,-122.026,1390,942
4,1.75,2040,6000,1.0,0,0,5,7,1020.0,1020,1943,0,47.5507,-122.383,1440,6000
3,1.75,1250,3880,1.0,0,0,4,7,750.0,500,1944,0,47.6869,-122.392,1240,3880
3,1.75,1460,9998,1.0,0,0,3,7,960.0,500,1958,0,47.7434,-122.242,1460,9998
3,2.5,1580,8541,2.0,0,0,3,7,1580.0,0,1990,0,47.3334,-122.289,1640,7542
3,2.0,1410,2700,2.0,0,0,4,7,1410.0,0,1902,0,47.6029,-122.302,1750,4000
4,2.5,2710,4069,3.0,0,0,4,10,2710.0,0,1990,0,47.604,-122.288,1810,3586
4,2.5,2050,2772,2.0,0,0,3,8,2050.0,0,2013,0,47.5431,-122.011,1800,2886
2,1.0,1130,5070,1.0,0,0,4,7,1130.0,0,1955,0,47.5141,-122.377,860,6300
5,2.5,1710,7700,1.5,0,0,3,7,1710.0,0,1962,0,47.5922,-122.146,1530,7700
3,1.75,1730,18250,1.0,0,0,3,8,1730.0,0,1988,0,47.737,-122.201,2180,10027
3,3.5,2070,11658,1.0,0,0,4,8,1370.0,700,1977,0,47.537,-122.178,1930,8744
2,1.0,1110,6000,1.0,0,0,3,7,1010.0,100,1951,0,47.5632,-122.282,1410,3500
4,1.75,2680,6120,1.0,0,0,5,8,1340.0,1340,1959,0,47.6965,-122.393,2320,6840
4,4.25,4960,6000,2.5,0,0,3,11,3680.0,1280,1909,2003,47.6437,-122.356,2160,4080
4,1.75,1910,8250,1.0,0,0,4,7,1910.0,0,1959,0,47.6131,-122.123,1500,8250
4,3.5,2650,3060,2.0,0,0,3,9,2060.0,590,2001,0,47.6735,-122.332,1470,3060
3,1.75,2590,25992,1.0,0,0,3,8,1970.0,620,1968,0,47.5521,-122.03,2590,29250
3,1.5,1750,12500,1.0,0,0,3,7,1150.0,600,1954,0,47.5666,-121.902,1680,13000
4,2.5,2740,11975,2.0,0,0,4,8,2740.0,0,1991,0,47.6315,-122.028,2310,9068
4,1.75,1440,8536,1.0,0,0,4,7,1440.0,0,1961,0,47.6775,-122.18,1720,9748
4,3.25,3600,18645,2.0,0,1,3,10,3000.0,600,2013,0,47.5294,-122.154,3970,10957
3,1.0,1220,3400,1.0,0,0,3,7,1060.0,160,1927,0,47.6775,-122.363,1350,3750
3,1.0,1400,9000,1.0,0,0,5,7,1400.0,0,1959,0,47.5022,-122.145,1440,8400
4,3.0,4410,5104,2.0,0,0,3,9,3400.0,1010,2006,0,47.5392,-121.861,4390,5537
2,1.0,1380,9251,1.0,0,0,3,7,1380.0,0,1940,0,47.7486,-122.249,1870,12158
3,2.5,3000,8250,1.0,0,0,4,8,1760.0,1240,1963,0,47.6191,-122.112,2040,8250
3,2.0,2380,17950,2.0,0,0,4,8,2110.0,270,1934,0,47.7591,-122.28,2030,23900
2,1.75,800,4800,1.0,0,0,4,6,800.0,0,1922,0,47.5559,-122.396,1090,5000
3,1.0,1530,6372,1.0,0,0,3,7,1210.0,320,1962,0,47.535,-122.289,1960,6426
2,1.0,1120,5250,1.0,0,0,3,7,950.0,170,1938,0,47.6496,-122.392,1510,5250
3,2.5,2970,11985,1.0,0,0,3,9,1770.0,1200,1995,0,47.6359,-122.052,2990,12049
3,1.0,1210,4731,1.5,0,0,3,7,1210.0,0,1901,0,47.6865,-122.397,1450,5264
3,1.0,1120,10176,1.0,0,0,3,6,920.0,200,1905,0,47.5235,-122.277,1350,7500
4,2.5,2830,10677,2.0,0,0,3,9,2830.0,0,1993,0,47.742,-122.208,2970,9619
4,2.75,2790,6600,2.0,0,0,3,9,2790.0,0,2000,0,47.4362,-122.109,2900,6752
4,1.75,1980,10800,1.0,0,0,5,6,990.0,990,1948,0,47.5768,-122.222,2180,10800
5,2.0,2880,12000,2.0,0,0,3,8,2880.0,0,1921,0,47.5861,-122.295,1720,5000
3,1.75,1330,14560,1.0,0,0,3,7,1330.0,0,1983,0,47.6599,-122.135,1510,9890
3,2.0,1340,2720,1.5,0,0,3,7,1340.0,0,1913,0,47.6518,-122.335,2030,4590
4,2.5,3480,59242,2.0,0,0,3,11,3480.0,0,1988,0,47.7391,-122.102,2930,39400
3,1.0,1910,8167,1.0,0,0,4,8,1270.0,640,1951,0,47.7004,-122.368,1500,6816
3,1.75,1700,17355,1.0,0,0,3,7,1200.0,500,1978,0,47.3637,-122.057,1900,9528
3,2.5,1970,9153,2.0,0,0,3,8,1970.0,0,2007,0,47.7698,-122.268,1800,9800
3,2.5,1670,5797,2.0,0,0,3,7,1670.0,0,1988,0,47.3505,-122.179,1670,6183
3,1.75,1500,6180,1.0,0,0,4,6,1060.0,440,1947,0,47.5689,-122.284,1740,6180
5,2.25,3270,16553,2.0,0,2,5,9,2470.0,800,1968,0,47.5428,-122.236,3690,17916
4,2.75,3650,6982,2.0,0,2,4,9,2530.0,1120,1951,2003,47.6756,-122.275,3140,7894
3,2.5,2500,7394,2.0,0,0,3,9,2500.0,0,1990,0,47.7441,-122.173,2790,7642
2,1.0,1020,7679,1.0,0,0,5,6,1020.0,0,1942,0,47.4915,-122.188,1280,6497
4,2.5,3060,6826,2.0,0,0,3,9,3060.0,0,2004,0,47.7006,-122.112,3110,6932
3,2.5,2200,5954,2.0,0,0,3,7,2200.0,0,2004,0,47.3709,-122.125,2200,5046
6,3.0,2180,7220,2.0,0,0,3,7,2180.0,0,1980,0,47.3046,-122.305,2260,7344
2,1.75,1650,7500,1.0,0,0,4,7,1000.0,650,1959,0,47.6871,-122.207,2530,9000
4,3.5,3550,11000,1.0,0,2,3,11,2260.0,1290,1999,0,47.5506,-122.134,4100,10012
4,3.5,3760,5000,2.0,0,0,3,9,2860.0,900,2014,0,47.6826,-122.394,1340,5000
3,2.75,2650,9752,1.0,0,0,3,9,2650.0,0,1989,0,47.768,-122.259,3030,9910
3,1.75,1480,8475,1.0,0,0,4,7,1480.0,0,1968,0,47.3126,-122.361,1800,8800
4,2.25,2490,7233,1.0,0,0,3,8,1460.0,1030,1978,0,47.3115,-122.396,2000,8000
3,1.0,860,11725,1.0,0,0,4,6,860.0,0,1943,0,47.5093,-122.184,1300,9514
3,1.0,1600,7324,1.0,0,0,4,7,1600.0,0,1958,0,47.5054,-122.19,1430,7249
4,3.5,4660,17398,2.0,0,2,3,11,4660.0,0,2003,0,47.5422,-122.112,5080,24913
4,1.75,1450,3750,1.0,0,0,4,7,950.0,500,1925,0,47.6706,-122.3,1850,4000
4,2.25,2030,11585,1.0,0,0,4,7,1590.0,440,1967,0,47.6561,-122.13,1960,8977
3,1.0,1910,8710,1.0,0,0,3,7,1080.0,830,1954,0,47.5038,-122.3,1460,8944
3,1.75,2180,10221,1.0,0,2,4,7,1140.0,1040,1946,0,47.5885,-122.248,2180,8535
3,1.75,2090,4725,2.0,0,0,3,7,1610.0,480,1947,2013,47.657,-122.394,1280,4725
4,2.0,1200,8460,1.0,0,0,5,7,1200.0,0,1957,0,47.4413,-122.277,1350,8623
3,1.75,1800,6000,1.0,0,0,5,6,900.0,900,1950,0,47.7505,-122.317,1060,6628
4,2.5,2750,9949,2.0,0,0,3,10,2750.0,0,1999,0,47.6595,-122.147,2750,9860
4,3.0,2810,6000,2.0,0,0,3,9,2810.0,0,2007,0,47.3689,-122.057,2790,6000
4,2.5,2070,6175,2.0,0,0,3,8,2070.0,0,1993,0,47.3262,-122.174,1940,6175
3,1.5,1460,15000,1.0,0,0,3,7,1460.0,0,1966,0,47.3182,-122.271,1510,15000
4,2.5,3330,7399,2.0,0,0,3,9,3330.0,0,2009,0,47.679,-122.153,2640,8601
4,3.25,3230,4838,2.0,0,0,3,9,3230.0,0,2014,0,47.3559,-122.023,2980,5094
2,1.0,1120,4000,1.0,0,0,3,7,1120.0,0,1926,0,47.6567,-122.327,1620,4000
3,2.0,1750,9000,1.5,0,0,4,5,1750.0,0,1936,0,47.7489,-122.35,1830,8100
3,1.0,2090,4000,1.5,0,2,3,8,1890.0,200,1931,0,47.6393,-122.392,2090,4000
4,3.5,2860,2199,3.0,0,0,3,10,2860.0,0,2013,0,47.6262,-122.323,1990,1378
3,2.0,1770,2150,3.0,0,0,3,8,1770.0,0,1999,0,47.6102,-122.314,2010,3200
3,2.25,1390,6004,2.0,0,0,3,8,1390.0,0,1993,0,47.3536,-122.047,1630,6397
4,2.5,2300,3825,2.0,0,0,3,7,2300.0,0,2012,0,47.3594,-122.082,2110,3825
4,2.75,3230,12651,2.0,0,0,4,8,3230.0,0,2002,0,47.3157,-122.251,2550,12081
3,1.0,1000,12070,1.0,0,0,4,7,1000.0,0,1968,0,47.3621,-122.11,1010,12635
3,2.5,1810,7200,1.0,0,0,5,7,1310.0,500,1960,0,47.6885,-122.211,2050,7200
4,3.5,2640,5900,2.0,0,2,3,8,2640.0,0,1937,1998,47.5421,-122.383,1700,5900
5,2.5,2070,12000,1.0,0,0,4,7,1340.0,730,1967,0,47.626,-122.104,2090,12000
5,3.5,3150,4120,2.0,0,0,3,8,2460.0,690,1911,2007,47.6754,-122.315,2080,4160
3,2.25,1670,7606,2.0,0,0,3,7,1670.0,0,1990,0,47.1949,-121.982,1670,7433
2,1.0,970,3400,1.0,0,0,3,7,970.0,0,1924,0,47.6444,-122.357,1180,3600
3,1.75,1540,6930,1.0,0,0,3,7,1250.0,290,1944,0,47.6782,-122.278,1760,6930
3,1.75,2180,6120,1.0,0,2,3,8,1380.0,800,1949,0,47.6501,-122.405,2020,6122
4,2.5,2320,4142,2.0,0,0,3,7,2320.0,0,2010,0,47.3662,-122.019,2150,4140
3,1.75,1970,8540,1.0,0,3,4,8,1130.0,840,1950,0,47.7213,-122.365,2280,8540
3,2.5,1800,5761,2.0,0,0,4,7,1800.0,0,1990,0,47.5293,-122.363,1800,5952
3,1.0,3180,27586,1.0,0,0,3,8,1400.0,1780,1969,0,47.1986,-121.967,2180,27586
3,2.5,1300,1331,3.0,0,0,3,8,1300.0,0,2007,0,47.6607,-122.352,1450,5270
5,2.0,1870,13970,1.0,0,0,4,7,1120.0,750,1969,0,47.5243,-122.042,1860,13970
3,1.75,1220,7370,1.0,0,0,4,7,1220.0,0,1964,0,47.6334,-122.12,1580,8213
3,2.5,2040,10086,2.0,0,0,3,8,2040.0,0,1987,0,47.679,-122.113,1940,10272
2,2.0,1320,1462,3.0,0,0,3,7,1320.0,0,1997,0,47.7223,-122.29,1430,1650
3,1.5,1200,6240,1.0,0,0,3,8,1030.0,170,1952,0,47.6222,-122.287,2810,6240
3,1.0,1270,3600,1.5,0,0,3,7,1270.0,0,1906,0,47.6368,-122.37,1710,3600
3,2.5,1840,8234,2.0,0,0,3,8,1840.0,0,1994,0,47.267,-122.312,1940,7601
3,2.5,2400,7745,2.0,0,0,3,9,2400.0,0,2001,0,47.6734,-122.173,2080,8615
3,1.0,1250,9427,1.0,0,0,3,6,1250.0,0,1931,0,47.7254,-122.175,1590,8250
2,1.75,1300,4000,2.0,0,0,3,7,1300.0,0,1948,0,47.6687,-122.288,1350,4013
3,1.75,1320,5750,1.5,0,0,5,7,1320.0,0,1918,0,47.5848,-122.391,1440,5750
4,2.5,2290,4539,2.0,0,0,3,7,2290.0,0,2001,0,47.4753,-122.172,1710,7200
3,2.25,1820,9150,1.0,0,0,3,7,1320.0,500,1961,0,47.737,-122.334,1780,8055
3,2.0,1680,4886,2.0,0,0,3,7,1180.0,500,1940,0,47.5536,-122.286,1400,4900
3,1.0,2480,8906,1.0,0,0,3,7,1240.0,1240,1969,0,47.5366,-122.289,1800,8906
5,2.0,1210,12538,2.0,0,0,3,7,1210.0,0,1982,0,47.2848,-122.361,1510,7700
4,3.5,4410,12426,2.0,0,2,3,12,3420.0,990,1996,0,47.5518,-122.107,4090,12127
6,2.75,3240,5750,1.0,0,0,4,6,2160.0,1080,1950,0,47.3054,-122.221,1230,5750
4,2.75,3650,4534,2.0,0,0,3,7,2940.0,710,2014,0,47.7397,-122.224,2400,7682
3,1.5,2230,6000,1.0,0,1,3,8,1260.0,970,1968,0,47.5373,-122.395,2120,7200
3,1.75,1470,8350,1.0,0,0,3,7,1470.0,0,1990,0,47.2587,-122.253,1590,8182
3,2.0,970,10000,1.0,0,0,5,7,970.0,0,1972,0,47.6205,-122.063,1230,7500
3,3.25,3190,5283,2.0,0,0,3,9,3190.0,0,2007,0,47.5534,-122.002,2950,5198
4,1.5,1740,8160,1.5,0,0,4,7,1400.0,340,1946,0,47.7243,-122.363,1600,8160
3,2.5,2790,31798,1.0,0,0,5,8,1650.0,1140,1953,0,47.5241,-122.039,1400,14849
4,3.0,2880,5500,2.0,0,0,4,9,1920.0,960,1926,0,47.6448,-122.317,2110,5500
2,1.0,870,10492,1.0,0,0,3,7,870.0,0,1937,0,47.5467,-122.365,1300,7987
4,1.75,1800,5210,1.0,0,0,5,7,1080.0,720,1979,0,47.5298,-122.28,1870,5365
4,2.5,1830,4694,2.0,0,0,3,7,1830.0,0,2003,0,47.3573,-122.016,1830,5175
4,2.25,1930,8338,1.0,0,0,3,8,1930.0,0,1968,0,47.7026,-122.285,2280,7616
4,2.25,2330,19436,2.0,0,0,3,8,2330.0,0,1987,0,47.7663,-122.215,1910,10055
3,1.75,2090,65558,1.0,0,0,3,8,1330.0,760,1977,0,47.7621,-122.127,2450,47178
2,1.0,1010,5408,1.0,0,0,4,6,1010.0,0,1926,0,47.3759,-122.238,980,7800
3,2.5,1920,4480,2.0,0,1,3,9,1920.0,0,1949,1997,47.6472,-122.373,1790,4500
2,1.0,810,6697,1.0,0,0,4,6,810.0,0,1923,0,47.3057,-122.216,1140,6695
4,2.5,2780,7985,2.0,0,0,4,10,2780.0,0,1992,0,47.5608,-122.016,2650,8094
4,2.25,3130,41382,2.0,0,0,3,9,3130.0,0,1986,0,47.6683,-122.034,3130,54886
3,1.0,1840,8100,1.0,0,0,4,7,920.0,920,1953,0,47.455,-122.35,1250,8100
4,2.0,2300,8400,1.0,0,0,4,6,1150.0,1150,1962,0,47.3282,-122.332,1230,8400
4,2.25,3240,12930,2.0,0,0,4,9,2730.0,510,1968,0,47.5373,-122.22,2610,12884
5,2.5,2025,7760,2.0,0,0,3,7,2025.0,0,2007,0,47.2671,-122.256,1664,9000
3,2.0,1380,3600,3.0,0,0,3,8,1380.0,0,2015,0,47.6074,-122.305,1480,3600
4,1.5,1170,6240,1.0,0,0,4,6,1170.0,0,1960,0,47.5495,-122.232,2380,8846
4,2.5,2020,32710,1.0,0,0,3,7,1070.0,950,1941,0,47.4969,-122.33,1340,17700
1,1.5,1010,1157,2.0,0,0,3,8,950.0,60,2007,0,47.5492,-122.372,1360,1688
3,2.0,1290,7952,1.0,0,0,3,7,1290.0,0,1998,0,47.3867,-122.19,1670,7280
4,1.5,1430,4163,1.5,0,0,3,7,1430.0,0,1910,0,47.6606,-122.397,1500,4000
3,1.0,1450,6776,1.0,0,0,3,7,1450.0,0,1952,0,47.5056,-122.244,1680,7200
3,1.0,1050,5000,1.0,0,0,4,6,1050.0,0,1967,0,47.4923,-122.165,1050,5200
3,1.75,2590,8384,1.0,0,0,4,8,1590.0,1000,1971,0,47.7739,-122.199,2590,8800
5,3.75,3880,8370,2.0,0,0,4,7,3880.0,0,2004,0,47.4811,-122.179,2160,4651
2,1.0,700,7457,1.0,0,0,3,6,700.0,0,1943,0,47.5348,-122.295,1500,7130
4,2.5,2170,11511,2.0,0,0,3,8,2170.0,0,1992,0,47.3886,-122.188,1900,8961
3,2.0,1580,7400,1.0,0,0,3,7,1050.0,530,1977,0,47.6715,-122.162,1560,7458
5,4.0,7320,217800,2.0,0,0,3,11,7320.0,0,1992,0,47.4473,-122.086,3270,34500
2,1.75,1320,7540,1.0,0,0,3,7,1320.0,0,1968,0,47.3634,-122.052,1570,7540
3,2.0,1830,17321,1.0,0,0,4,7,1100.0,730,1948,0,47.5072,-122.272,1450,10706
6,3.0,2880,3192,2.0,0,0,4,8,2180.0,700,1919,0,47.6506,-122.332,1870,4533
3,1.75,2910,35200,1.5,0,0,3,8,2910.0,0,1979,0,47.5747,-122.035,2590,37500
5,2.5,2840,9425,1.0,0,0,4,7,1590.0,1250,1962,0,47.7609,-122.297,1900,11600
3,2.0,1310,1361,3.0,0,0,3,7,1310.0,0,2003,0,47.7337,-122.343,1370,1608
3,2.0,1750,2550,1.0,0,0,3,7,1750.0,0,1955,0,47.7329,-122.343,1370,1533
4,2.5,4070,57587,2.0,0,0,3,10,4070.0,0,1989,0,47.6908,-122.052,3890,35960
3,2.25,1790,2240,2.0,0,0,4,8,1790.0,0,1975,0,47.6343,-122.106,1780,2560
3,1.75,1770,33224,1.0,0,0,4,8,1770.0,0,1968,0,47.3377,-122.194,1690,22069
3,1.75,1800,8000,1.0,0,0,3,8,1800.0,0,1972,0,47.6357,-122.119,1950,8500
3,1.5,1360,10726,1.0,0,0,4,7,1360.0,0,1966,0,47.4948,-122.134,1650,10726
3,1.5,1500,10227,1.0,0,0,4,7,1000.0,500,1945,0,47.2043,-121.996,1490,7670
3,1.0,1030,24750,1.0,0,2,3,5,1030.0,0,1943,0,47.3343,-122.362,2810,28800
4,1.75,1580,5340,1.0,0,0,3,7,1130.0,450,1947,0,47.6003,-122.306,830,980
3,1.75,2300,41900,1.0,0,0,4,8,1310.0,990,1939,0,47.477,-122.292,1160,8547
4,3.0,2360,6250,1.0,0,2,3,7,1460.0,900,1960,0,47.512,-122.249,2500,6250
3,1.5,1620,7500,1.0,0,2,4,8,1620.0,0,1949,0,47.7014,-122.381,2440,7800
3,1.0,1300,3550,1.5,0,0,3,7,1300.0,0,1927,0,47.6696,-122.32,1410,4080
4,2.5,1920,9000,2.0,0,0,2,7,1920.0,0,1989,0,47.5153,-122.37,1530,10474
3,1.0,1250,7210,1.0,0,0,4,7,1250.0,0,1968,0,47.4169,-122.168,1010,7210
3,1.75,1800,7620,1.0,0,0,3,8,1350.0,450,1951,0,47.7165,-122.361,1770,7620
4,2.5,2520,9684,2.0,0,0,3,8,2520.0,0,1994,0,47.4848,-121.801,2090,10133
3,1.75,1300,11230,1.0,0,0,5,7,1300.0,0,1968,0,47.3811,-122.087,1300,10794
3,3.5,3250,6000,2.0,0,0,3,10,2500.0,750,2001,0,47.5533,-122.391,1650,6000
3,2.0,1700,11475,1.0,0,0,5,6,970.0,730,1945,0,47.4851,-122.338,1560,11475
4,2.0,1880,5100,1.0,0,0,3,8,1880.0,0,1952,0,47.6872,-122.349,1610,4590
3,1.0,1200,13100,1.0,0,0,3,6,1200.0,0,1943,0,47.475,-122.258,1960,11285
7,3.5,3470,16264,2.0,0,0,4,9,3470.0,0,1980,0,47.6203,-122.149,3040,13500
2,2.0,1690,4200,2.0,0,0,3,7,1690.0,0,1906,0,47.621,-122.303,1540,4200
2,2.0,1260,10200,1.0,0,0,3,7,1020.0,240,1983,0,47.2593,-122.312,1560,10200
3,1.0,1440,7107,1.0,0,0,4,7,1000.0,440,1980,0,47.6968,-122.124,1540,7140
3,2.75,1850,9600,1.5,0,0,5,7,1850.0,0,1965,0,47.7259,-122.226,1250,10500
3,2.5,2970,21907,2.0,0,0,3,9,2970.0,0,1998,2006,47.4741,-122.099,2040,27917
4,3.75,3490,9170,2.0,0,0,3,9,3490.0,0,2012,0,47.5991,-122.2,1810,8470
3,2.25,2680,175982,1.0,0,0,3,9,2680.0,0,2004,0,47.4487,-122.033,3170,215186
4,2.0,2190,14439,1.0,0,0,4,7,1180.0,1010,1977,0,47.2702,-122.29,2160,14439
5,2.75,2060,329903,1.5,0,3,5,7,2060.0,0,1989,0,47.1776,-121.944,2240,220232
3,1.0,960,9563,1.0,0,0,5,7,960.0,0,1967,0,47.2864,-122.357,1280,9600
2,1.0,1220,5040,1.0,0,0,3,7,1220.0,0,1961,0,47.6957,-122.364,1420,5040
4,2.5,1940,10200,1.0,0,0,4,8,1140.0,800,1977,0,47.4157,-122.161,1920,12600
3,2.75,2280,4280,1.0,0,0,5,7,1280.0,1000,1917,0,47.6685,-122.335,1650,4280
4,2.5,3080,35430,2.0,0,0,3,9,3080.0,0,1997,0,47.6325,-121.97,2640,28972
3,1.0,1130,7920,1.0,0,0,3,7,1130.0,0,1961,0,47.4852,-122.125,1390,8580
3,2.5,1400,3368,2.0,0,0,3,7,1400.0,0,2013,0,47.5134,-122.342,1400,4316
5,2.0,1540,9629,1.0,0,0,4,7,1540.0,0,1960,0,47.4915,-122.143,2260,9600
3,2.5,1610,1728,3.0,0,0,3,8,1610.0,0,2000,0,47.6776,-122.318,1540,3090
4,2.25,2560,12100,1.0,0,0,4,8,1760.0,800,1976,0,47.631,-122.108,2240,12100
4,1.5,1730,7464,2.0,0,0,4,7,1730.0,0,1959,0,47.3782,-122.304,1370,7860
5,2.0,2110,7919,1.0,0,0,3,7,1110.0,1000,1966,0,47.5164,-122.267,1590,5250
4,2.0,2120,11479,1.0,0,0,4,7,1060.0,1060,1940,0,47.7084,-122.303,1540,11000
4,1.75,1980,9000,1.0,0,0,2,7,1480.0,500,1978,0,47.3071,-122.381,1980,9360
4,2.25,2770,13500,2.0,0,0,3,8,2770.0,0,1974,0,47.543,-122.231,2300,13500
3,1.75,1840,17286,1.0,0,0,4,7,1440.0,400,1978,0,47.371,-122.173,1840,14541
4,3.5,4030,4200,3.0,0,0,3,9,4030.0,0,1992,0,47.6416,-122.386,2130,5000
3,2.5,2440,10363,2.0,0,0,3,9,2440.0,0,1988,0,47.5634,-122.016,2500,10728
3,1.0,1110,9827,1.0,0,0,3,7,1110.0,0,1966,0,47.369,-122.311,1540,10187
3,2.25,1920,4833,1.0,0,0,4,7,1060.0,860,1921,0,47.7067,-122.352,1580,5134
4,1.5,2130,5000,2.0,0,0,4,8,2130.0,0,1920,0,47.5828,-122.291,2560,5000
3,2.5,2020,4861,2.0,0,0,3,7,2020.0,0,2005,0,47.4659,-122.144,2170,4600
6,3.75,4090,49542,2.0,0,0,3,9,3100.0,990,1984,0,47.6408,-122.153,2980,43357
4,2.25,1820,8255,1.5,0,0,4,7,1320.0,500,1930,0,47.723,-122.337,1550,7628
5,2.5,3050,8200,1.0,0,4,4,8,1650.0,1400,1962,0,47.5647,-122.155,2970,8792
3,2.5,1740,6992,2.0,0,0,3,7,1740.0,0,1990,0,47.3574,-122.158,1260,6825
4,3.5,2840,4637,3.0,0,0,3,8,2840.0,0,2008,0,47.7033,-122.321,1730,5279
3,2.25,1990,4331,2.0,0,0,3,7,1990.0,0,1997,0,47.4917,-122.167,1690,3688
2,1.0,1790,15783,1.0,0,0,4,8,1360.0,430,1959,0,47.691,-122.387,1790,7494
2,2.5,1250,1580,2.0,0,0,3,7,1030.0,220,2005,0,47.5243,-122.36,1250,1361
3,1.5,1180,8545,1.0,0,0,3,8,1180.0,0,1952,0,47.624,-122.2,1660,9000
4,3.25,1560,4080,1.0,0,0,3,7,1560.0,0,1916,0,47.5347,-122.38,1370,4080
6,2.0,2040,10812,1.0,0,0,4,5,2040.0,0,1943,0,47.4919,-122.181,1440,10200
3,2.5,2300,9752,2.0,0,2,3,8,2300.0,0,1968,2003,47.5825,-122.076,2640,10764
3,2.0,1370,7500,1.0,0,0,3,7,1370.0,0,1997,0,47.3634,-122.046,1420,7500
4,1.75,2630,9645,1.0,0,0,4,9,2630.0,0,1963,0,47.5459,-122.228,2690,10439
4,4.25,5040,16048,1.0,0,3,3,10,3420.0,1620,1950,0,47.6702,-122.26,3960,14000
2,1.0,1000,8212,1.0,0,0,4,7,1000.0,0,1947,0,47.7444,-122.341,1620,8214
2,1.0,1020,13647,1.0,0,0,5,6,1020.0,0,1915,1974,47.2848,-121.927,980,8250
4,2.5,2810,7549,2.0,0,0,3,9,2810.0,0,1992,0,47.7441,-122.173,2750,7642
4,2.5,2930,4875,2.0,0,0,3,9,2930.0,0,2014,0,47.3421,-122.179,2815,4900
4,1.0,1030,6621,1.0,0,0,4,6,1030.0,0,1955,0,47.4857,-122.221,1420,6631
3,2.0,2150,7200,1.0,0,0,3,8,2150.0,0,1988,0,47.5709,-122.018,2510,7222
3,2.5,3120,6000,2.0,0,0,3,9,3120.0,0,2007,0,47.3473,-122.03,2670,6000
3,2.75,2080,9600,1.0,0,0,3,7,2080.0,0,1988,0,47.7698,-122.238,2220,9600
3,2.5,1570,1551,3.0,0,0,3,8,1570.0,0,2008,0,47.6961,-122.341,1570,1705
5,2.5,1960,7350,1.0,0,0,4,7,1360.0,600,1969,0,47.4368,-122.165,1900,7350
7,4.0,3150,34830,1.0,0,0,3,9,3150.0,0,1957,2005,47.6029,-122.147,2390,12054
4,1.0,1010,6000,1.0,0,0,3,6,750.0,260,1925,0,47.5518,-122.383,1450,6000
4,2.5,2700,10160,2.0,0,0,3,9,2700.0,0,1988,0,47.5685,-122.012,2760,9219
2,1.0,540,2500,1.0,0,0,3,5,540.0,0,1905,0,47.6729,-122.383,1290,5000
2,1.0,1070,6000,1.0,0,0,4,5,1070.0,0,1922,0,47.495,-122.227,1910,6000
3,2.5,1530,2913,2.0,0,0,4,7,1530.0,0,1986,0,47.6939,-122.184,1370,3783
2,1.0,1150,12775,1.0,1,4,4,6,1150.0,0,1908,0,47.502,-122.222,2440,11852
2,1.0,980,3663,1.0,0,0,5,7,980.0,0,1909,0,47.6645,-122.288,1620,3706
5,2.5,2500,9583,1.0,0,0,3,7,1300.0,1200,1979,0,47.3946,-122.312,2120,19352
5,3.75,3580,14275,2.0,0,0,3,10,3190.0,390,1999,0,47.5322,-122.056,2740,14300
